Date,Close
2015-01-28 02:47:00,258.88
2015-01-28 02:48:00,258.61
2015-01-28 02:49:00,258.02
2015-01-28 02:50:00,258.07
2015-01-28 02:51:00,258.25
2015-01-28 02:52:00,258.45
2015-01-28 02:53:00,258.55
2015-01-28 02:54:00,258.5
2015-01-28 02:55:00,258.46
2015-01-28 02:56:00,258.16
2015-01-28 02:57:00,258.1
2015-01-28 02:58:00,258.14
2015-01-28 02:59:00,258.04
2015-01-28 03:00:00,257.89
2015-01-28 03:01:00,256.89
2015-01-28 03:02:00,256.7
2015-01-28 03:03:00,256.21
2015-01-28 03:04:00,256
2015-01-28 03:05:00,256.01
2015-01-28 03:06:00,256.31
2015-01-28 03:07:00,256.63
2015-01-28 03:08:00,256.7
2015-01-28 03:09:00,256.75
2015-01-28 03:10:00,256.79
2015-01-28 03:11:00,257
2015-01-28 03:12:00,257.03
2015-01-28 03:13:00,257.03
2015-01-28 03:14:00,257.12
2015-01-28 03:15:00,257.2
2015-01-28 03:16:00,257.24
2015-01-28 03:17:00,257.27
2015-01-28 03:18:00,257.28
2015-01-28 03:19:00,257.24
2015-01-28 03:20:00,257.37
2015-01-28 03:21:00,257.63
2015-01-28 03:22:00,258.2
2015-01-28 03:23:00,258.69
2015-01-28 03:24:00,258.95
2015-01-28 03:25:00,258.98
2015-01-28 03:26:00,258.89
2015-01-28 03:27:00,258.7
2015-01-28 03:28:00,258.59
2015-01-28 03:29:00,258.59
2015-01-28 03:30:00,258.45
2015-01-28 03:31:00,258.14
2015-01-28 03:32:00,258.07
2015-01-28 03:33:00,257.64
2015-01-28 03:34:00,257.55
2015-01-28 03:35:00,257.6
2015-01-28 03:36:00,257.57
2015-01-28 03:37:00,257.65
2015-01-28 03:38:00,257.69
2015-01-28 03:39:00,257.95
2015-01-28 03:40:00,258.11
2015-01-28 03:41:00,258.16
2015-01-28 03:42:00,258.12
2015-01-28 03:43:00,258.11
2015-01-28 03:44:00,257.96
2015-01-28 03:45:00,257.96
2015-01-28 03:46:00,257.6
2015-01-28 03:47:00,257.23
2015-01-28 03:48:00,257.14
2015-01-28 03:49:00,257.11
2015-01-28 03:50:00,257.2
2015-01-28 03:51:00,257.45
2015-01-28 03:52:00,257.42
2015-01-28 03:53:00,257.32
2015-01-28 03:54:00,257.52
2015-01-28 03:55:00,257.59
2015-01-28 03:56:00,257.46
2015-01-28 03:57:00,257.36
2015-01-28 03:58:00,257.37
2015-01-28 03:59:00,257.41
2015-01-28 04:00:00,257.45
2015-01-28 04:01:00,257.5
2015-01-28 04:02:00,257.48
2015-01-28 04:03:00,257.55
2015-01-28 04:04:00,257.61
2015-01-28 04:05:00,257.65
2015-01-28 04:06:00,257.67
2015-01-28 04:07:00,257.57
2015-01-28 04:08:00,257.62
2015-01-28 04:09:00,257.51
2015-01-28 04:10:00,257.43
2015-01-28 04:11:00,257.51
2015-01-28 04:12:00,257.65
2015-01-28 04:13:00,257.62
2015-01-28 04:14:00,257.71
2015-01-28 04:15:00,257.45
2015-01-28 04:16:00,257.44
2015-01-28 04:17:00,257.42
2015-01-28 04:18:00,257.51
2015-01-28 04:19:00,257.4
2015-01-28 04:20:00,257.32
2015-01-28 04:21:00,257.2
2015-01-28 04:22:00,257.15
2015-01-28 04:23:00,257.06
2015-01-28 04:24:00,257.15
2015-01-28 04:25:00,257.02
2015-01-28 04:26:00,256.9
2015-01-28 04:27:00,256.87
2015-01-28 04:28:00,256.66
2015-01-28 04:29:00,256.55
2015-01-28 04:30:00,256.32
2015-01-28 04:31:00,256.19
2015-01-28 04:32:00,256.15
2015-01-28 04:33:00,256.13
2015-01-28 04:34:00,256.22
2015-01-28 04:35:00,256.12
2015-01-28 04:36:00,255.67
2015-01-28 04:37:00,254.22
2015-01-28 04:38:00,253.25
2015-01-28 04:39:00,253.96
2015-01-28 04:40:00,253.98
2015-01-28 04:41:00,253.83
2015-01-28 04:42:00,253.89
2015-01-28 04:43:00,254.09
2015-01-28 04:44:00,254.6
2015-01-28 04:45:00,254.82
2015-01-28 04:46:00,254.89
2015-01-28 04:47:00,255.03
2015-01-28 04:48:00,255.13
2015-01-28 04:49:00,255.74
2015-01-28 04:50:00,256.03
2015-01-28 04:51:00,255.98
2015-01-28 04:52:00,255.9
2015-01-28 04:53:00,255.98
2015-01-28 04:54:00,255.75
2015-01-28 04:55:00,256.06
2015-01-28 04:56:00,255.99
2015-01-28 04:57:00,255.88
2015-01-28 04:58:00,255.99
2015-01-28 04:59:00,256.06
2015-01-28 05:00:00,256.47
2015-01-28 05:01:00,257.22
2015-01-28 05:02:00,257.2
2015-01-28 05:03:00,257.27
2015-01-28 05:04:00,257.23
2015-01-28 05:05:00,257.29
2015-01-28 05:06:00,257.09
2015-01-28 05:07:00,257.2
2015-01-28 05:08:00,257.67
2015-01-28 05:09:00,257.72
2015-01-28 05:10:00,257.73
2015-01-28 05:11:00,257.69
2015-01-28 05:12:00,257.9
2015-01-28 05:13:00,257.68
2015-01-28 05:14:00,257.62
2015-01-28 05:15:00,257.38
2015-01-28 05:16:00,257.3
2015-01-28 05:17:00,257.24
2015-01-28 05:18:00,257.22
2015-01-28 05:19:00,257.22
2015-01-28 05:20:00,257.09
2015-01-28 05:21:00,256.92
2015-01-28 05:22:00,257.19
2015-01-28 05:23:00,257.29
2015-01-28 05:24:00,257.11
2015-01-28 05:25:00,257.11
2015-01-28 05:26:00,257.21
2015-01-28 05:27:00,257.55
2015-01-28 05:28:00,258.02
2015-01-28 05:29:00,258.22
2015-01-28 05:30:00,258.03
2015-01-28 05:31:00,258.02
2015-01-28 05:32:00,258.03
2015-01-28 05:33:00,257.98
2015-01-28 05:34:00,257.98
2015-01-28 05:35:00,257.89
2015-01-28 05:36:00,257.9
2015-01-28 05:37:00,257.99
2015-01-28 05:38:00,258.08
2015-01-28 05:39:00,257.98
2015-01-28 05:40:00,258.07
2015-01-28 05:41:00,258.36
2015-01-28 05:42:00,258.24
2015-01-28 05:43:00,258.18
2015-01-28 05:44:00,258.16
2015-01-28 05:45:00,258.08
2015-01-28 05:46:00,258.11
2015-01-28 05:47:00,258.14
2015-01-28 05:48:00,258.07
2015-01-28 05:49:00,258.18
2015-01-28 05:50:00,257.95
2015-01-28 05:51:00,257.8
2015-01-28 05:52:00,257.73
2015-01-28 05:53:00,257.49
2015-01-28 05:54:00,257
2015-01-28 05:55:00,257.03
2015-01-28 05:56:00,256.75
2015-01-28 05:57:00,257.03
2015-01-28 05:58:00,257.11
2015-01-28 05:59:00,257.18
2015-01-28 06:00:00,257.2
2015-01-28 06:01:00,257.18
2015-01-28 06:02:00,257.16
2015-01-28 06:03:00,256.83
2015-01-28 06:04:00,256.67
2015-01-28 06:05:00,256.4
2015-01-28 06:06:00,256.4
2015-01-28 06:07:00,256.56
2015-01-28 06:08:00,256.37
2015-01-28 06:09:00,256.43
2015-01-28 06:10:00,256.28
2015-01-28 06:11:00,256.3
2015-01-28 06:12:00,256.07
2015-01-28 06:13:00,256.18
2015-01-28 06:14:00,256.28
2015-01-28 06:15:00,256.4
2015-01-28 06:16:00,256.53
2015-01-28 06:17:00,256.55
2015-01-28 06:18:00,256.35
2015-01-28 06:19:00,256.33
2015-01-28 06:20:00,256.28
2015-01-28 06:21:00,256.39
2015-01-28 06:22:00,256.33
2015-01-28 06:23:00,256.38
2015-01-28 06:24:00,256.4
2015-01-28 06:25:00,256.63
2015-01-28 06:26:00,256.65
2015-01-28 06:27:00,256.94
2015-01-28 06:28:00,257.1
2015-01-28 06:29:00,256.95
2015-01-28 06:30:00,256.84
2015-01-28 06:31:00,257
2015-01-28 06:32:00,256.92
2015-01-28 06:33:00,256.68
2015-01-28 06:34:00,256.17
2015-01-28 06:35:00,256.47
2015-01-28 06:36:00,256.45
2015-01-28 06:37:00,256.41
2015-01-28 06:38:00,256.42
2015-01-28 06:39:00,256.38
2015-01-28 06:40:00,256.35
2015-01-28 06:41:00,255.98
2015-01-28 06:42:00,255.53
2015-01-28 06:43:00,254.99
2015-01-28 06:44:00,255.14
2015-01-28 06:45:00,255.19
2015-01-28 06:46:00,255.16
2015-01-28 06:47:00,255.21
2015-01-28 06:48:00,255.37
2015-01-28 06:49:00,255.63
2015-01-28 06:50:00,255.56
2015-01-28 06:51:00,255.55
2015-01-28 06:52:00,255.53
2015-01-28 06:53:00,255.8
2015-01-28 06:54:00,255.9
2015-01-28 06:55:00,255.86
2015-01-28 06:56:00,255.96
2015-01-28 06:57:00,256.34
2015-01-28 06:58:00,256.39
2015-01-28 06:59:00,256.27
2015-01-28 07:00:00,256.4
2015-01-28 07:01:00,256.42
2015-01-28 07:02:00,256.07
2015-01-28 07:03:00,255.92
2015-01-28 07:04:00,255.61
2015-01-28 07:05:00,255.39
2015-01-28 07:06:00,255.43
2015-01-28 07:07:00,255.27
2015-01-28 07:08:00,255.14
2015-01-28 07:09:00,255.14
2015-01-28 07:10:00,255.29
2015-01-28 07:11:00,255.26
2015-01-28 07:12:00,255.32
2015-01-28 07:13:00,255.25
2015-01-28 07:14:00,255.42
2015-01-28 07:15:00,255.36
2015-01-28 07:16:00,255.44
2015-01-28 07:17:00,255.37
2015-01-28 07:18:00,255.44
2015-01-28 07:19:00,255.42
2015-01-28 07:20:00,255.4
2015-01-28 07:21:00,255.3
2015-01-28 07:22:00,255.32
2015-01-28 07:23:00,255.4
2015-01-28 07:24:00,255.41
2015-01-28 07:25:00,255.25
2015-01-28 07:26:00,255.41
2015-01-28 07:27:00,255.23
2015-01-28 07:28:00,255.18
2015-01-28 07:29:00,255.03
2015-01-28 07:30:00,255.08
2015-01-28 07:31:00,255.26
2015-01-28 07:32:00,255.3
2015-01-28 07:33:00,255.51
2015-01-28 07:34:00,255.21
2015-01-28 07:35:00,255.29
2015-01-28 07:36:00,255.24
2015-01-28 07:37:00,255.3
2015-01-28 07:38:00,255.3
2015-01-28 07:39:00,255.54
2015-01-28 07:40:00,255.73
2015-01-28 07:41:00,255.82
2015-01-28 07:42:00,255.92
2015-01-28 07:43:00,255.89
2015-01-28 07:44:00,255.88
2015-01-28 07:45:00,255.9
2015-01-28 07:46:00,255.86
2015-01-28 07:47:00,255.88
2015-01-28 07:48:00,255.83
2015-01-28 07:49:00,255.88
2015-01-28 07:50:00,256.34
2015-01-28 07:51:00,256.74
2015-01-28 07:52:00,256.53
2015-01-28 07:53:00,256.55
2015-01-28 07:54:00,256.63
2015-01-28 07:55:00,256.6
2015-01-28 07:56:00,256.58
2015-01-28 07:57:00,256.56
2015-01-28 07:58:00,256.38
2015-01-28 07:59:00,256.57
2015-01-28 08:00:00,256.65
2015-01-28 08:01:00,256.56
2015-01-28 08:02:00,256.68
2015-01-28 08:03:00,256.79
2015-01-28 08:04:00,257.28
2015-01-28 08:05:00,257.29
2015-01-28 08:06:00,257.13
2015-01-28 08:07:00,257.37
2015-01-28 08:08:00,257.45
2015-01-28 08:09:00,257.5
2015-01-28 08:10:00,257.9
2015-01-28 08:11:00,257.93
2015-01-28 08:12:00,257.75
2015-01-28 08:13:00,257.94
2015-01-28 08:14:00,257.87
2015-01-28 08:15:00,258.05
2015-01-28 08:16:00,257.97
2015-01-28 08:17:00,258.27
2015-01-28 08:18:00,258.36
2015-01-28 08:19:00,258.35
2015-01-28 08:20:00,258.28
2015-01-28 08:21:00,258.28
2015-01-28 08:22:00,257.78
2015-01-28 08:23:00,257.58
2015-01-28 08:24:00,257.45
2015-01-28 08:25:00,257.61
2015-01-28 08:26:00,257.68
2015-01-28 08:27:00,257.53
2015-01-28 08:28:00,257.39
2015-01-28 08:29:00,257.53
2015-01-28 08:30:00,257.23
2015-01-28 08:31:00,257.39
2015-01-28 08:32:00,257.46
2015-01-28 08:33:00,257.46
2015-01-28 08:34:00,257.5
2015-01-28 08:35:00,257.65
2015-01-28 08:36:00,257.66
2015-01-28 08:37:00,257.96
2015-01-28 08:38:00,258.09
2015-01-28 08:39:00,258.08
2015-01-28 08:40:00,258.16
2015-01-28 08:41:00,258.52
2015-01-28 08:42:00,258.64
2015-01-28 08:43:00,258.44
2015-01-28 08:44:00,258.56
2015-01-28 08:45:00,258.64
2015-01-28 08:46:00,258.6
2015-01-28 08:47:00,258.42
2015-01-28 08:48:00,258.05
2015-01-28 08:49:00,258.13
2015-01-28 08:50:00,257.92
2015-01-28 08:51:00,257.91
2015-01-28 08:52:00,257.74
2015-01-28 08:53:00,257.6
2015-01-28 08:54:00,257.49
2015-01-28 08:55:00,257.82
2015-01-28 08:56:00,257.75
2015-01-28 08:57:00,257.8
2015-01-28 08:58:00,257.7
2015-01-28 08:59:00,257.98
2015-01-28 09:00:00,258.26
2015-01-28 09:01:00,258.33
2015-01-28 09:02:00,258.39
2015-01-28 09:03:00,258.74
2015-01-28 09:04:00,259.2
2015-01-28 09:05:00,259.48
2015-01-28 09:06:00,259.96
2015-01-28 09:07:00,259.99
2015-01-28 09:08:00,260.15
2015-01-28 09:09:00,260.12
2015-01-28 09:10:00,260.26
2015-01-28 09:11:00,259.99
2015-01-28 09:12:00,260
2015-01-28 09:13:00,260.01
2015-01-28 09:14:00,260.13
2015-01-28 09:15:00,260.25
2015-01-28 09:16:00,260.35
2015-01-28 09:17:00,260.36
2015-01-28 09:18:00,260.43
2015-01-28 09:19:00,260.39
2015-01-28 09:20:00,260.39
2015-01-28 09:21:00,260.29
2015-01-28 09:22:00,260.34
2015-01-28 09:23:00,260.38
2015-01-28 09:24:00,260.48
2015-01-28 09:25:00,260.34
2015-01-28 09:26:00,260.74
2015-01-28 09:27:00,260.21
2015-01-28 09:28:00,260.24
2015-01-28 09:29:00,260.48
2015-01-28 09:30:00,260.52
2015-01-28 09:31:00,260.63
2015-01-28 09:32:00,260.61
2015-01-28 09:33:00,260.45
2015-01-28 09:34:00,260.36
2015-01-28 09:35:00,260.3
2015-01-28 09:36:00,260.22
2015-01-28 09:37:00,260.12
2015-01-28 09:38:00,260.43
2015-01-28 09:39:00,260.18
2015-01-28 09:40:00,260.04
2015-01-28 09:41:00,259.9
2015-01-28 09:42:00,259.92
2015-01-28 09:43:00,260.07
2015-01-28 09:44:00,260.18
2015-01-28 09:45:00,260.18
2015-01-28 09:46:00,260.02
2015-01-28 09:47:00,260.03
2015-01-28 09:48:00,260.08
2015-01-28 09:49:00,260.03
2015-01-28 09:50:00,260.15
2015-01-28 09:51:00,260.4
2015-01-28 09:52:00,260.81
2015-01-28 09:53:00,260.8
2015-01-28 09:54:00,260.85
2015-01-28 09:55:00,261.12
2015-01-28 09:56:00,261.52
2015-01-28 09:57:00,261.63
2015-01-28 09:58:00,261.75
2015-01-28 09:59:00,261.74
2015-01-28 10:00:00,261.76
2015-01-28 10:01:00,261.92
2015-01-28 10:02:00,262.39
2015-01-28 10:03:00,262.76
2015-01-28 10:04:00,262.37
2015-01-28 10:05:00,262.37
2015-01-28 10:06:00,262.48
2015-01-28 10:07:00,261.9
2015-01-28 10:08:00,261.64
2015-01-28 10:09:00,261.52
2015-01-28 10:10:00,261.1
2015-01-28 10:11:00,260.72
2015-01-28 10:12:00,259.66
2015-01-28 10:13:00,259.3
2015-01-28 10:14:00,258.93
2015-01-28 10:15:00,258.94
2015-01-28 10:16:00,259.16
2015-01-28 10:17:00,259.31
2015-01-28 10:18:00,259.36
2015-01-28 10:19:00,259.07
2015-01-28 10:20:00,259
2015-01-28 10:21:00,258.58
2015-01-28 10:22:00,257.37
2015-01-28 10:23:00,257.06
2015-01-28 10:24:00,257.14
2015-01-28 10:25:00,257.22
2015-01-28 10:26:00,257.24
2015-01-28 10:27:00,257.46
2015-01-28 10:28:00,257.64
2015-01-28 10:29:00,257.76
2015-01-28 10:30:00,257.65
2015-01-28 10:31:00,257.6
2015-01-28 10:32:00,257.49
2015-01-28 10:33:00,257.57
2015-01-28 10:34:00,257.31
2015-01-28 10:35:00,257.61
2015-01-28 10:36:00,257.62
2015-01-28 10:37:00,257.78
2015-01-28 10:38:00,257.93
2015-01-28 10:39:00,257.8
2015-01-28 10:40:00,257.73
2015-01-28 10:41:00,257.68
2015-01-28 10:42:00,257.73
2015-01-28 10:43:00,257.34
2015-01-28 10:44:00,257.55
2015-01-28 10:45:00,257.7
2015-01-28 10:46:00,257.68
2015-01-28 10:47:00,257.68
2015-01-28 10:48:00,257.68
2015-01-28 10:49:00,257.73
2015-01-28 10:50:00,257.76
2015-01-28 10:51:00,257.62
2015-01-28 10:52:00,257.54
2015-01-28 10:53:00,257.57
2015-01-28 10:54:00,257.31
2015-01-28 10:55:00,257.51
2015-01-28 10:56:00,257.43
2015-01-28 10:57:00,257.38
2015-01-28 10:58:00,257.05
2015-01-28 10:59:00,257.39
2015-01-28 11:00:00,258.37
2015-01-28 11:01:00,258.74
2015-01-28 11:02:00,258.77
2015-01-28 11:03:00,258.99
2015-01-28 11:04:00,259.32
2015-01-28 11:05:00,259.43
2015-01-28 11:06:00,259.52
2015-01-28 11:07:00,259.65
2015-01-28 11:08:00,259.68
2015-01-28 11:09:00,259.68
2015-01-28 11:10:00,259.72
2015-01-28 11:11:00,259.61
2015-01-28 11:12:00,259.35
2015-01-28 11:13:00,259.1
2015-01-28 11:14:00,258.85
2015-01-28 11:15:00,258.83
2015-01-28 11:16:00,258.77
2015-01-28 11:17:00,258.72
2015-01-28 11:18:00,258.66
2015-01-28 11:19:00,258.82
2015-01-28 11:20:00,258.87
2015-01-28 11:21:00,258.69
2015-01-28 11:22:00,258.46
2015-01-28 11:23:00,258.55
2015-01-28 11:24:00,258.33
2015-01-28 11:25:00,258.45
2015-01-28 11:26:00,258.47
2015-01-28 11:27:00,258.58
2015-01-28 11:28:00,258.71
2015-01-28 11:29:00,258.85
2015-01-28 11:30:00,258.92
2015-01-28 11:31:00,258.95
2015-01-28 11:32:00,259.11
2015-01-28 11:33:00,259.11
2015-01-28 11:34:00,258.96
2015-01-28 11:35:00,258.9
2015-01-28 11:36:00,259.07
2015-01-28 11:37:00,259.09
2015-01-28 11:38:00,259.09
2015-01-28 11:39:00,259.16
2015-01-28 11:40:00,259.16
2015-01-28 11:41:00,259.14
2015-01-28 11:42:00,259.03
2015-01-28 11:43:00,258.91
2015-01-28 11:44:00,259.09
2015-01-28 11:45:00,259.23
2015-01-28 11:46:00,259.34
2015-01-28 11:47:00,259.35
2015-01-28 11:48:00,259.36
2015-01-28 11:49:00,259.37
2015-01-28 11:50:00,258.81
2015-01-28 11:51:00,258.87
2015-01-28 11:52:00,258.72
2015-01-28 11:53:00,258.6
2015-01-28 11:54:00,258.74
2015-01-28 11:55:00,258.65
2015-01-28 11:56:00,258.71
2015-01-28 11:57:00,258.89
2015-01-28 11:58:00,258.74
2015-01-28 11:59:00,258.79
2015-01-28 12:00:00,258.73
2015-01-28 12:01:00,258.79
2015-01-28 12:02:00,258.79
2015-01-28 12:03:00,258.67
2015-01-28 12:04:00,258.68
2015-01-28 12:05:00,258.42
2015-01-28 12:06:00,258.3
2015-01-28 12:07:00,258.22
2015-01-28 12:08:00,258.26
2015-01-28 12:09:00,258.25
2015-01-28 12:10:00,258.06
2015-01-28 12:11:00,257.75
2015-01-28 12:12:00,257.79
2015-01-28 12:13:00,257.66
2015-01-28 12:14:00,257.83
2015-01-28 12:15:00,257.88
2015-01-28 12:16:00,257.96
2015-01-28 12:17:00,257.76
2015-01-28 12:18:00,258.23
2015-01-28 12:19:00,258.41
2015-01-28 12:20:00,258.44
2015-01-28 12:21:00,258.45
2015-01-28 12:22:00,258.64
2015-01-28 12:23:00,258.64
2015-01-28 12:24:00,258.53
2015-01-28 12:25:00,258.3
2015-01-28 12:26:00,258.25
2015-01-28 12:27:00,258.3
2015-01-28 12:28:00,258.19
2015-01-28 12:29:00,258.21
2015-01-28 12:30:00,258.15
2015-01-28 12:31:00,258.23
2015-01-28 12:32:00,258.33
2015-01-28 12:33:00,258.18
2015-01-28 12:34:00,258.24
2015-01-28 12:35:00,258.24
2015-01-28 12:36:00,258.42
2015-01-28 12:37:00,258.5
2015-01-28 12:38:00,258.44
2015-01-28 12:39:00,258.33
2015-01-28 12:40:00,258.04
2015-01-28 12:41:00,258.12
2015-01-28 12:42:00,258.17
2015-01-28 12:43:00,258.04
2015-01-28 12:44:00,257.97
2015-01-28 12:45:00,257.91
2015-01-28 12:46:00,257.94
2015-01-28 12:47:00,258.21
2015-01-28 12:48:00,258.27
2015-01-28 12:49:00,258.25
2015-01-28 12:50:00,258.35
2015-01-28 12:51:00,258.26
2015-01-28 12:52:00,258.3
2015-01-28 12:53:00,258.37
2015-01-28 12:54:00,258.15
2015-01-28 12:55:00,258.16
2015-01-28 12:56:00,258.09
2015-01-28 12:57:00,258.07
2015-01-28 12:58:00,258.06
2015-01-28 12:59:00,258.22
2015-01-28 13:00:00,258.09
2015-01-28 13:01:00,258.01
2015-01-28 13:02:00,257.82
2015-01-28 13:03:00,257.79
2015-01-28 13:04:00,257.76
2015-01-28 13:05:00,257.7
2015-01-28 13:06:00,257.78
2015-01-28 13:07:00,257.97
2015-01-28 13:08:00,257.84
2015-01-28 13:09:00,257.96
2015-01-28 13:10:00,257.97
2015-01-28 13:11:00,257.95
2015-01-28 13:12:00,258.01
2015-01-28 13:13:00,257.96
2015-01-28 13:14:00,258.05
2015-01-28 13:15:00,257.89
2015-01-28 13:16:00,257.81
2015-01-28 13:17:00,257.87
2015-01-28 13:18:00,257.88
2015-01-28 13:19:00,257.96
2015-01-28 13:20:00,257.92
2015-01-28 13:21:00,257.8
2015-01-28 13:22:00,257.9
2015-01-28 13:23:00,257.18
2015-01-28 13:24:00,256.29
2015-01-28 13:25:00,255.2
2015-01-28 13:26:00,255.29
2015-01-28 13:27:00,255.59
2015-01-28 13:28:00,255.9
2015-01-28 13:29:00,256.62
2015-01-28 13:30:00,252.37
2015-01-28 13:31:00,253.06
2015-01-28 13:32:00,253.01
2015-01-28 13:33:00,253.16
2015-01-28 13:34:00,253.28
2015-01-28 13:35:00,253.66
2015-01-28 13:36:00,253.92
2015-01-28 13:37:00,254.4
2015-01-28 13:38:00,254.88
2015-01-28 13:39:00,255.34
2015-01-28 13:40:00,255.51
2015-01-28 13:41:00,255.71
2015-01-28 13:42:00,255.67
2015-01-28 13:43:00,255.32
